,City,Lat,Lng,Humidity,Cloudiness,Wind Speed,Country,Max Temp,Date
284,Gravdal,68.12,13.5,63,20,17.22,NO,26.6,1580061824
285,Port Keats,-14.25,129.55,85,95,9.4,AU,84.56,1580061824
286,Pozo Colorado,-23.49,-58.8,15,0,0.94,PY,109.83,1580061824
287,Changping,40.22,116.22,73,100,4.47,CN,32.0,1580061824
288,Show Low,34.25,-110.03,34,1,5.39,US,52.0,1580061825
289,Saint-Francois,46.42,3.91,87,90,2.24,FR,46.99,1580061683
290,Hambantota,6.12,81.12,75,85,21.65,LK,78.84,1580061661
291,Bilma,18.69,12.92,11,0,8.86,NE,66.88,1580061655
292,Kudahuvadhoo,2.67,72.89,74,99,11.01,MV,81.46,1580061713
293,Tombouctou,20.0,-3.0,9,66,2.55,ML,76.66,1580061825
294,Tateyama,34.98,139.87,75,75,10.29,JP,44.6,1580061704
295,Iwaki,37.05,140.88,74,100,1.01,JP,41.0,1580061826
296,Port Lincoln,-34.73,135.87,84,3,9.33,AU,62.38,1580061826
297,Vardo,70.37,31.11,73,75,35.57,NO,19.4,1580061721
298,Kastamonu,41.5,33.67,87,58,2.19,TR,30.31,1580061826
299,Bukama,-9.2,25.85,92,100,2.15,CD,72.23,1580061826
300,Jalu,29.03,21.55,33,50,8.77,LY,58.21,1580061706
301,Saint George,37.1,-113.58,57,1,3.36,US,51.01,1580061407
302,Tiarei,-17.53,-149.33,66,40,6.93,PF,84.2,1580061695
303,Roebourne,-20.78,117.13,42,0,9.22,AU,89.06,1580061827
304,Makubetsu,45.37,141.82,71,100,19.86,JP,24.26,1580061827
305,Arklow,52.79,-6.14,93,75,8.05,IE,39.0,1580061827
306,Gazli,40.13,63.45,46,28,8.57,UZ,33.35,1580061827
307,Walvis Bay,-22.96,14.51,84,0,5.99,NA,66.99,1580061828
308,Tuatapere,-46.13,167.68,91,65,3.36,NZ,53.01,1580061655
309,Iracoubo,5.48,-53.2,80,28,16.75,GF,80.49,1580061828
310,Souillac,-20.52,57.52,78,75,11.41,MU,78.8,1580061643
311,Ginir,7.13,40.7,84,100,0.87,ET,63.57,1580061828
312,Hue,16.47,107.6,93,75,6.93,VN,64.4,1580061828
313,San Carlos,9.66,-68.58,28,16,3.13,VE,99.5,1580061829
314,Veraval,20.9,70.37,69,0,5.57,IN,65.26,1580061664
315,Mount Isa,-20.73,139.5,100,90,5.82,AU,77.0,1580061604
316,Bijar,35.87,47.61,70,0,3.33,IR,14.16,1580061829
317,Mayumba,-3.43,10.66,75,92,5.93,GA,84.06,1580061829
318,Bandarbeyla,9.49,50.81,79,0,28.88,SO,78.26,1580061694
319,Grindavik,63.84,-22.43,80,75,6.93,IS,35.6,1580061830
320,Uchaly,54.3,59.45,86,34,6.4,RU,10.36,1580061830
321,Vila Velha,-20.33,-40.29,74,75,6.93,BR,81.0,1580061354
322,La Ferte-Bernard,48.19,0.65,76,90,8.05,FR,51.8,1580061830
323,Gondanglegi,-7.75,112.01,92,52,1.25,ID,75.54,1580061830
324,Luwuk,-0.95,122.79,83,53,6.11,ID,81.52,1580061830
325,Tautira,-17.73,-149.15,66,40,6.93,PF,84.2,1580061697
326,Yangi Marg`ilon,40.43,71.72,78,75,4.7,UZ,37.4,1580061684
327,Cartagena,10.4,-75.51,62,20,24.16,CO,87.8,1580061723
328,Alofi,-19.06,-169.92,94,15,2.24,NU,77.0,1580061831
329,Thai Nguyen,21.59,105.84,67,72,5.82,VN,59.0,1580061831
330,Houston,29.76,-95.36,68,75,12.75,US,70.0,1580061494
331,Naze,28.37,129.48,100,75,9.17,JP,71.6,1580061661
332,Port Macquarie,-31.43,152.92,94,49,3.36,AU,73.99,1580061653
333,Aswan,24.09,32.91,39,0,11.45,EG,59.11,1580061832
334,Alta Floresta,-9.88,-56.09,66,40,4.7,BR,89.6,1580061604
335,Ponnani,10.77,75.93,69,20,2.24,IN,78.8,1580061832
336,Vila,42.03,-8.16,81,75,13.87,PT,59.0,1580061832
337,Moose Factory,51.26,-80.61,92,90,13.87,CA,24.8,1580061832
338,Aripuana,-9.17,-60.63,71,56,5.14,BR,87.39,1580061833
339,Eydhafushi,5.1,73.07,75,81,7.7,MV,81.39,1580061833
340,Lewiston,44.1,-70.21,93,90,4.7,US,46.0,1580061646
341,Urusha,54.05,122.9,97,97,2.37,RU,-9.36,1580061833
342,Sao Felix do Xingu,-6.64,-51.99,65,93,1.61,BR,86.77,1580061833
343,Haines Junction,60.75,-137.51,98,100,4.74,CA,-12.6,1580061647
344,Yakeshi,49.28,120.73,92,0,3.4,CN,-2.24,1580061833
345,Monrovia,6.3,-10.8,62,40,8.05,LR,89.6,1580061687
346,Biak,-0.91,122.88,83,53,6.11,ID,81.52,1580061687
347,Luorong,24.41,109.61,80,0,8.55,CN,42.69,1580061834
348,Turaif,31.67,38.66,75,0,4.7,SA,42.8,1580061834
349,El Alto,-4.27,-81.21,100,40,14.99,PE,62.6,1580061773
350,Beatrice,40.27,-96.75,100,1,4.7,US,42.01,1580061834
351,Maumere,-8.62,122.21,82,52,1.81,ID,78.6,1580061834
352,Nizhniy Kuranakh,58.84,125.49,94,100,6.8,RU,10.65,1580061717
353,Amfiklia,38.63,22.58,93,40,1.77,GR,53.01,1580061835
354,Banda Aceh,5.56,95.32,82,77,3.8,ID,73.18,1580061644
355,Clarence Town,-32.58,151.78,94,35,3.36,AU,75.0,1580061835
356,Northam,51.03,-4.22,93,20,6.93,GB,46.99,1580061835
357,Swan River,52.11,-101.27,96,100,5.19,CA,11.89,1580061835
358,Laas,46.62,10.7,79,79,3.36,IT,39.2,1580061640
359,Shitanjing,39.23,106.34,96,89,2.06,CN,25.12,1580061836
360,Kermanshah,34.31,47.06,64,0,4.7,IR,33.8,1580061836
361,Lagoa,39.05,-27.98,80,100,14.34,PT,60.76,1580061641
362,Perth,-31.93,115.83,45,66,12.75,AU,82.4,1580061602
363,Sechura,-5.56,-80.82,87,57,14.45,PE,74.61,1580061836
364,San Quintin,30.48,-115.95,84,35,9.55,MX,59.14,1580061670
365,Broome,42.25,-75.83,100,90,9.17,US,39.99,1580061688
366,Bilibino,68.05,166.44,91,100,2.1,RU,-2.11,1580061837
367,Namatanai,-3.67,152.43,76,99,11.1,PG,83.07,1580061837
368,Biltine,14.53,20.92,12,0,11.25,TD,68.94,1580061699
369,Kawalu,-7.38,108.21,95,78,1.59,ID,71.6,1580061837
370,Alegria,9.47,125.58,86,20,0.81,PH,76.78,1580061837
371,Cockburn Town,21.46,-71.14,77,54,12.37,TC,75.2,1580061837
372,Manokwari,-0.87,134.08,79,100,3.36,ID,73.99,1580061838
373,Yueyang,29.33,113.09,87,56,9.89,CN,36.23,1580061838
374,Ubari,26.59,12.78,13,26,9.55,LY,64.63,1580061838
375,Gorom-Gorom,14.44,-0.24,6,52,10.54,BF,80.85,1580061838
376,Bardiyah,31.76,25.09,52,83,8.7,LY,59.61,1580061838
377,Fare,-16.7,-151.02,74,42,10.51,PF,82.51,1580061726
378,Atambua,-9.11,124.89,90,17,1.88,ID,76.23,1580061839
379,Progreso,21.28,-89.67,58,75,12.75,MX,86.0,1580061703
380,Giohar,2.78,45.5,69,39,18.99,SO,79.77,1580061839
381,Inirida,3.87,-67.92,45,69,1.61,CO,94.89,1580061839
382,Taybad,34.74,60.78,84,0,6.71,IR,36.0,1580061816
383,Ekhabi,53.51,142.97,81,17,21.0,RU,-9.38,1580061657
384,Moussoro,13.64,16.49,12,1,10.98,TD,72.25,1580061839
385,Lavrentiya,65.58,-171.0,81,0,1.41,RU,-14.71,1580061654
386,Aklavik,68.22,-135.01,68,40,3.36,CA,-20.2,1580061362
387,Celestun,20.87,-90.4,74,0,3.6,MX,76.28,1580061840
388,Sobolevo,54.43,31.9,87,100,15.75,RU,34.54,1580061646
389,Haapiti,-17.57,-149.87,66,40,6.93,PF,84.2,1580061840
390,Nanortalik,60.14,-45.24,72,100,18.99,GL,22.21,1580061684
391,Goma,-1.68,29.22,73,75,6.93,CD,69.8,1580061608
392,Itaqui,-29.13,-56.55,23,0,8.03,BR,97.34,1580061841
393,Jagalur,14.53,76.35,41,66,5.46,IN,74.01,1580061841
394,Bonavista,48.65,-53.11,60,73,5.99,CA,33.01,1580061841
395,Mount Gambier,-37.83,140.77,100,58,2.24,AU,46.4,1580061647
396,Kaeo,-35.1,173.78,100,2,6.35,NZ,63.0,1580061707
397,Homer,59.64,-151.55,60,90,5.82,US,10.4,1580061738
398,Nemuro,43.32,145.57,68,31,17.92,JP,24.31,1580061722
399,Padang,-0.95,100.35,97,100,2.93,ID,68.76,1580061688
400,Nhulunbuy,-12.23,136.77,88,40,13.87,AU,82.4,1580061686
401,Chokwe,-24.53,32.98,45,0,4.18,MZ,86.52,1580061842
402,Fairfield,41.27,-73.32,61,20,11.41,US,46.99,1580061842
403,Gwadar,25.12,62.33,57,76,22.08,PK,72.55,1580061635
404,Along,28.17,94.77,73,0,4.21,IN,44.6,1580061843
405,Ahvaz,31.32,48.67,62,0,6.93,IR,51.8,1580061843
406,Socorro,31.65,-106.3,34,1,4.7,US,55.0,1580061843
407,Iquique,-20.22,-70.14,61,20,17.22,CL,80.6,1580061631
408,Pisco,-13.7,-76.22,30,38,17.22,PE,73.0,1580061646
409,Slavyanka,42.86,131.38,70,0,2.93,RU,16.47,1580061844
410,Grafton,42.21,-71.69,65,40,16.11,US,51.01,1580061663
411,Mareeba,-17.0,145.43,94,90,3.36,AU,80.01,1580061844
412,Tefe,-3.35,-64.71,66,40,5.82,BR,91.4,1580061663
413,Conakry,9.54,-13.68,60,39,9.86,GN,82.38,1580061699
414,Chincholi,17.47,77.43,42,7,7.92,IN,73.35,1580061844
415,Almaznyy,48.04,40.05,91,13,6.71,RU,32.0,1580061844
416,Ponto Novo,-10.86,-40.13,77,100,0.36,BR,80.44,1580061845
417,Cabo San Lucas,22.89,-109.91,64,5,2.24,MX,75.0,1580061605
418,Inuvik,68.35,-133.72,67,20,4.7,CA,-20.2,1580061845
419,Kitimat,54.05,-128.65,82,90,11.41,CA,35.6,1580061845
420,Santa Cruz de la Sierra,-17.8,-63.17,37,40,9.17,BO,98.6,1580061696
421,Buchanan,5.88,-10.05,62,40,8.05,LR,89.6,1580061845
422,Bubaque,11.28,-15.83,46,59,2.15,GW,85.06,1580061708
423,Tura,25.52,90.22,60,44,1.63,IN,61.79,1580061677
424,San Vicente,-26.62,-54.13,42,0,5.1,AR,93.0,1580061846
425,Auki,-8.77,160.7,74,16,7.74,SB,84.07,1580061693
426,Kahului,20.89,-156.47,77,20,11.41,US,72.0,1580061646
427,Brae,60.4,-1.35,70,100,19.46,GB,44.6,1580061846
428,Hofn,64.25,-15.21,86,75,5.82,IS,33.8,1580061847
429,Tripoli,32.88,13.19,71,60,5.68,LY,62.51,1580061823
430,Aksu,41.12,80.26,66,90,1.21,CN,24.53,1580061652
431,Vaitape,-16.52,-151.75,74,57,11.03,PF,82.44,1580061847
432,Thayetmyo,19.32,95.18,66,91,2.98,MM,55.0,1580061847
433,Springfield,37.22,-93.3,75,75,6.93,US,50.0,1580061593
434,Batemans Bay,-35.72,150.18,86,27,1.01,AU,66.99,1580061848
435,Onalaska,43.88,-91.24,92,90,4.7,US,30.0,1580061848
436,North Bend,43.41,-124.22,87,90,6.93,US,52.0,1580061707
437,Arrondissement de Bastia,42.67,9.33,93,20,4.7,FR,50.0,1580061848
438,Paranhos,-23.89,-55.43,36,0,5.97,BR,91.96,1580061848
439,The Valley,18.22,-63.06,88,75,8.05,AI,84.0,1580061610
440,Nelson Bay,-32.72,152.15,94,35,3.36,AU,75.0,1580061848
441,Sapiranga,-29.64,-51.01,43,75,9.17,BR,96.01,1580061849
442,Dunedin,-45.87,170.5,96,100,1.99,NZ,57.0,1580061717
443,Hun,29.13,15.95,21,89,13.02,LY,65.95,1580061849
444,Jingdezhen,29.29,117.21,96,95,2.91,CN,36.68,1580061849
445,Samarina,57.89,27.81,80,97,13.42,RU,41.0,1580061849
446,Pevek,69.7,170.31,93,100,1.05,RU,-5.98,1580061667
447,Nantucket,41.28,-70.1,70,1,20.8,US,48.2,1580061850
448,Riyadh,24.69,46.72,50,0,9.17,SA,51.8,1580061850
449,Piacabucu,-10.41,-36.43,71,4,15.37,BR,85.12,1580061850
450,Batagay-Alyta,67.8,130.41,40,0,5.03,RU,-32.06,1580061680
451,Khovd,48.01,91.64,76,99,0.98,MN,5.54,1580061850
452,Zhigansk,66.77,123.37,76,79,3.71,RU,-30.33,1580061639
453,'Ewa Beach,21.32,-158.01,83,1,4.7,US,72.0,1580061851
454,Chino Valley,34.76,-112.45,44,1,3.36,US,55.0,1580061631
455,Leningradskiy,69.38,178.42,94,100,11.63,RU,-9.18,1580061655
456,South Sioux City,42.47,-96.41,100,90,3.67,US,37.4,1580061851
457,Comodoro Rivadavia,-45.87,-67.5,28,0,11.41,AR,69.8,1580061394
458,Egvekinot,66.32,-179.17,73,91,3.27,RU,-6.29,1580061661
459,Kurilsk,45.23,147.88,83,94,19.33,RU,17.44,1580061852
460,Yeovil,50.94,-2.63,100,40,10.29,GB,48.99,1580061772
461,Saint-Augustin,51.23,-58.65,92,100,8.57,CA,26.2,1580061642
462,Kipini,-2.53,40.53,86,89,8.34,KE,79.92,1580061852
463,Cayenne,4.93,-52.33,94,68,8.05,GF,77.0,1580061604
464,Itaituba,-4.28,-55.98,56,20,2.51,BR,93.2,1580061852
465,Panama,8.99,-79.52,48,20,12.75,PA,89.6,1580061742
466,Bardstown,37.81,-85.47,80,75,6.93,US,45.0,1580061760
467,Huarmey,-10.07,-78.15,48,70,11.54,PE,84.18,1580061853
468,Finschhafen,-6.6,147.87,73,85,6.73,PG,84.29,1580061853
469,Maniitsoq,65.42,-52.9,75,100,1.74,GL,12.09,1580061853
470,Porbandar,21.64,69.61,75,0,10.11,IN,73.09,1580061853
471,Isla Mujeres,21.23,-86.73,69,75,6.93,MX,78.8,1580061675
472,Chenzhou,25.8,113.03,88,100,5.84,CN,38.71,1580061854
473,Bossangoa,6.49,17.46,16,49,3.98,CF,78.6,1580061715
474,Gibraltar,36.14,-5.35,55,20,10.29,GI,60.8,1580061655
475,Alekseyevsk,57.84,108.35,95,100,5.88,RU,17.28,1580061854
476,Ishigaki,24.34,124.16,71,69,25.88,JP,70.65,1580061604
477,Grand Gaube,-20.01,57.66,78,75,11.41,MU,78.8,1580061658
478,Rehoboth,-23.32,17.08,8,0,12.19,NA,77.07,1580061688
479,Lensk,60.73,114.93,88,95,12.82,RU,14.45,1580061701
480,Olafsvik,64.89,-23.71,88,100,8.25,IS,31.14,1580061681
481,Brigantine,39.41,-74.36,49,40,19.46,US,48.99,1580061855
482,Leova,46.48,28.26,63,0,3.76,MD,36.61,1580061855
483,Ahipara,-35.17,173.17,100,0,6.42,NZ,63.0,1580061678
484,Litovko,49.24,135.17,89,0,0.94,RU,-6.18,1580061856
485,Nouakchott,18.09,-15.98,13,41,18.34,MR,93.2,1580061830
486,Puerto Escondido,15.85,-97.07,61,5,5.82,MX,82.4,1580061711
487,Clearwater,27.97,-82.8,44,1,6.93,US,68.0,1580061856
488,Suriapet,17.15,79.62,51,0,2.37,IN,74.14,1580061792
489,Makat,47.65,53.35,89,67,20.71,KZ,28.27,1580061857
490,Itarema,-2.92,-39.92,62,77,13.2,BR,87.33,1580061652
491,Geraldton,-28.77,114.6,93,17,17.81,AU,66.2,1580061673
492,Abay,49.63,72.85,85,75,29.08,KZ,19.4,1580061857
493,Cabedelo,-6.98,-34.83,58,75,12.75,BR,87.8,1580061601
494,Derzhavinsk,51.1,66.32,89,100,24.92,KZ,28.15,1580061640
495,Beringovskiy,63.05,179.32,87,100,4.23,RU,13.86,1580061640
496,Gamba,-2.65,10.0,85,93,6.13,GA,79.18,1580061677
497,Taoudenni,22.68,-3.98,17,47,8.68,ML,83.03,1580061679
498,Ughelli,5.49,6.01,19,24,2.64,NG,86.22,1580061858
499,Lorengau,-2.02,147.27,78,100,7.7,PG,83.61,1580061717
500,Kuching,1.55,110.33,100,75,1.12,MY,77.0,1580061642
501,Karaton,-6.34,106.1,83,40,3.36,ID,79.0,1580061859
502,Ulaangom,49.98,92.07,93,100,2.3,MN,-5.28,1580061859
503,Hyeres,43.12,6.12,93,75,3.36,FR,48.99,1580061859
504,La Palma,33.85,-118.05,87,90,3.36,US,59.0,1580061647
505,Oyama,36.3,139.8,54,75,4.7,JP,45.0,1580061859
506,Pacific Grove,36.62,-121.92,93,90,5.82,US,57.99,1580061668
507,Kruisfontein,-34.0,24.73,71,20,19.89,ZA,58.77,1580061639
508,Muros,42.78,-9.06,87,75,12.75,ES,59.0,1580061681
509,Rubtsovsk,51.5,81.25,77,14,19.06,RU,12.83,1580061860
510,Markapur,15.73,79.28,76,2,4.43,IN,71.49,1580061860
511,Chapais,49.78,-74.85,92,90,8.05,CA,26.6,1580061860
512,Malaya Vishera,58.85,32.22,96,100,12.03,RU,36.61,1580061860
513,Rumoi,43.93,141.64,73,100,21.43,JP,30.18,1580061860
514,Macusani,-14.08,-70.43,58,43,11.45,PE,50.22,1580061861
515,Luderitz,-26.65,15.16,74,29,34.07,NA,67.14,1580061687
516,Wanning,18.8,110.4,86,99,6.22,CN,60.22,1580061861
517,Te Anau,-45.42,167.72,86,60,6.64,NZ,54.0,1580061861
518,Sloboda,51.14,40.3,92,83,8.81,RU,24.35,1580061861
519,Uray,60.12,64.78,97,93,4.27,RU,2.53,1580061861
520,Mitsamiouli,-11.38,43.28,69,91,3.76,KM,82.0,1580061861
521,Hargeisa,9.56,44.06,90,80,17.4,SO,62.76,1580061862
522,Paamiut,61.99,-49.67,66,42,18.57,GL,15.98,1580061687
523,Ust-Kuyga,70.02,135.6,85,0,8.57,RU,-42.25,1580061674
524,Urla,38.32,26.76,66,75,1.12,TR,59.0,1580061862
525,Altamont,42.21,-121.74,81,40,14.99,US,42.8,1580061862
526,Zyryanovsk,49.74,84.27,97,100,0.87,KZ,13.73,1580061862
527,Sept-Iles,50.2,-66.38,85,90,12.75,CA,26.01,1580061683
528,Safi,32.3,-9.24,80,5,8.61,MA,55.83,1580061838
529,Aksay,47.26,39.87,79,47,6.71,RU,32.0,1580061863
530,Anadyr,64.75,177.48,78,100,13.42,RU,12.2,1580061863
531,Wattegama,6.8,81.48,88,100,4.12,LK,69.66,1580061863
532,Vestmannaeyjar,63.44,-20.27,74,20,28.86,IS,35.6,1580061665
533,Bayburt,40.26,40.23,61,0,1.66,TR,12.27,1580061863
534,Wuwei,37.93,102.64,79,0,2.06,CN,19.62,1580061864
535,Alyangula,-13.85,136.42,83,40,12.75,AU,84.2,1580061685
536,Olds,51.78,-114.1,84,40,2.24,CA,30.99,1580061864
537,Abu Samrah,35.3,37.18,85,71,7.61,SY,45.64,1580061864
538,Aasiaat,68.71,-52.87,91,100,1.97,GL,1.2,1580061864
539,Novyy Urengoy,66.08,76.63,97,87,5.26,RU,-3.1,1580061864
540,Sakaiminato,35.55,133.23,61,75,28.86,JP,50.0,1580061865
541,Chontalpa,17.7,-93.52,64,0,1.32,MX,83.37,1580061865
542,Honiara,-9.43,159.95,94,20,2.24,SB,77.0,1580061421
543,Julio de Castilhos,-29.23,-53.68,49,75,6.93,BR,91.4,1580061865
544,Cotonou,6.37,2.42,42,15,6.93,BJ,86.0,1580061865
545,Artyom,40.47,50.33,100,29,4.7,AZ,35.6,1580061865
546,San Javier,37.81,-0.84,62,0,4.7,ES,59.0,1580061866
547,Mier,26.43,-99.15,64,40,9.17,MX,78.01,1580061866
548,Kokopo,-4.35,152.26,76,78,5.86,PG,82.2,1580061866
549,Conde,-7.26,-34.91,58,75,12.75,BR,87.8,1580061866
550,Esztergom,47.79,18.74,74,90,3.36,HU,35.01,1580061866
551,Matamoros,25.53,-103.25,55,5,0.65,MX,64.4,1580061802
552,Cortland,42.6,-76.08,100,90,9.17,US,37.99,1580061867
553,Hamilton,39.18,-84.53,80,90,9.17,US,37.99,1580061639
554,Marathon,44.9,-89.77,86,90,6.93,US,30.2,1580061641
555,Pizarro,4.95,-77.37,80,100,5.75,CO,79.45,1580061867
556,Samarai,-10.62,150.67,89,92,4.52,PG,76.03,1580061867
557,Octeville,49.63,-1.64,93,75,19.46,FR,50.0,1580061868
558,Anloga,5.79,0.9,42,77,6.93,GH,86.0,1580061868
559,Mihaileni,47.97,26.15,78,21,4.47,RO,36.0,1580061868
560,Salalah,17.02,54.09,29,0,20.8,OM,75.2,1580061728
561,Diamantino,-14.41,-56.45,57,74,4.36,BR,88.97,1580061868
562,Moroni,-11.7,43.26,69,91,3.76,KM,82.0,1580061868
563,Luganville,-15.53,167.17,96,19,1.77,VU,72.28,1580061869
564,Avsyunino,55.57,39.12,89,75,11.18,RU,32.0,1580061869
565,Darhan,49.49,105.92,79,89,3.4,MN,2.62,1580061869
566,Omboue,-1.57,9.26,89,89,3.89,GA,78.44,1580061709
567,Acapulco de Juarez,16.86,-99.89,58,5,4.7,MX,84.2,1580061653
568,Masvingo,-20.06,30.83,56,0,4.38,ZW,72.75,1580061870
569,Warrnambool,-38.38,142.48,93,79,6.91,AU,54.0,1580061870
